text_script	multimodal_emotion
그럼 주변에 있는 어른들한테 여쭤보면 되죠. 잘 할 수 있을거예요.	5
네 기침이 어떻게 심해지셨죠?	1
그렇지. 언제쯤 일 좀 그만하려나. 아아.	6
새벽 4시 쯤에 지나갔어요. 저는 인도로 걸어가고 있었는데 하얀색 자동차가 초록색 자동차를 박더라구요.	5
알았어 미안해 이제 니네집 앞에서 만나.	4
그런 게 어디있어! 친구는 친구지.	0
너네집 투룸인데 뭐가 좁아.        그냥 거실에서 우리 둘이 자고 아빠는 방에서 자면 되잖아.	0
너 서울 가기 전에 방 정리 좀 하고 가. 버릴 것 좀 버리고.	1
응. 완전 상전벽해야.	4
 아… 호박죽….	6
응. 나는 이 분야에서 짱 먹는게 목표야.	7
헐…. 그 여자가 얼마나 기가 쎈거야?        그 정도면 거의 자기도 무당인 거 아니야?	2
하... 나도 말이 안 통해서 죽겠다 진짜…	3
어휴!!	0
어느새 이렇게 다 컸냐, 우리 딸.	7
야.. 너네 형이 이성빈이야?	2
당연하지. 우리 딸이 제일 소중하지. 남들한테 쪽팔린 게 어디있어.	5
돼지고기 메뉴 중에선 뭐가 제일 맛있나요?	1
 진짜로 괴롭힌 적 없다니까?	0
 아 이거 말이야?	5
네…? 화가 많이 나셨네요. 조금만 참아주시고… 조금만 기다려주시면 좋은 퀄리티로 제가 보답하겠습니다 진짜..	2
앞으론 이런 일 없도록 하겠습니다.	4
그게 티가 나?	5
그럼 전에 사부인께서 좋아하시던 국화차 있는데, 그거 한 잔 드릴게요.	4
아니야 주인공이 그렇게 갑자기 정신차릴리가 없어	6
네. 수경이는 이제 이 세상에 없어요.        이제 아무도 가질 수 없어요.        영원히 제꺼에요.	2
몰라 얼마 안 됐어.	2
난 누구 편도 아니야.	1
헐 뭐야	1
아 네. 제가 작가라… 주로 집에서 생활하거든요.	1
 네…	4
아 어렵든 말든!	0
"아니야. 아직 30분도 안 됐어. 	가서 치워야겠다."	6
무서우면, 너가 돌로 뱀을 찧어 죽일게 아니라, 어른을 불렀어야지. 왜 멋대로 구는거야? 응?	0
천천히 줘도 돼.  근데, 너는 왜 전학 왔어?	7
아이, 그럼 뭐 어쩔 수 있어? 당연히 그 쪽으로 가 봐야지.	1
카드 안되는데… 학생만 해주면 앞으로 우리는 어떡해~	2
"나 없을 때 우리 집에 왔었어요? 	뭐 하러요?"	3
신상 음료수 좀 갖다 놓으라고 했더니.. 학교가 어디냐는 둥, 부모님이 어딨냐는둥… 어리다고 너무 무시하시는거 아니에요?	3
 네…	4
        ……….잘 처리를 해뒀습니다.	2
꼬마야. 사탕 먹을래? 	7
아니고. 이게 새로 나온 맛이야.	7
니가 왜 죽어. 어? 걱정 마. 엄마가 다 알아서 할게. 알았지?	0
…..그래서. 어떻게 됐나요?	4
안돼. 소속사에서 난리칠걸?	6
흠... 엄마한테 한번 물어볼게.	1
어쨌든, 동훈이한테는 성적 가지고 너무 닦달하지 마세요. 괜히 스트레스 줘서 좋을 거 없어요.	7
고소 당하면 어떡해.	2
한 쪽 붙이는데 한 3분...?	1
아니 남녀 분반인데 어떻게 만났대?	5
내가 뭐가 비겁해?!	3
 그래 어? 이거야? 어머. 예쁘다. 얘세상에. 요즘은 이렇게 나오는구나. 얘가 신랑이야?	7
"아이고. 어린 놈이 그래도 기특하네. 걔도 상처 많이 받았을 텐데 	 둘이서 잘 보듬고 살아."	4
여자친구는. 뭐 대학은 어디 나왔어?	1
오빠는 지금 취직했다고 유세떠냐?	6
네.. 그럼 잘라주세요	6
바꿔줘야지. 학생이 이렇게 힘들어하면 교사로서 당연히 노력을 해야지.	4
화장실 같이 가주시면 안돼요...?	2
그러니까 말이야.. 시간이 진짜 빨라! 나도 이제 이러다가 금방 은퇴하겠지 생각하면 기분이 요상해 요즘	4
네 자퇴하고 검정고시 봤습니다. 지금 수능 공부 하고 있습니다.	2
아무 사이트나 맘대로 들어가면 어떡하냐고!! 바이러스 걸렸는데!! 내 데이터 날아가면 어떻게 책임질건데? 어?	0
그럼 됐죠?	3
네, 감사합니다 선생님..	1
저, 논술반에 들어가려고 하는데요.	2
세원아… 정말 미안해. 나도 내가 로또에 당첨될 줄은 꿈에도 몰랐어. 그리고, 이렇게 빚을 갚게 될 기회가 오리란 것도 몰랐어. 그렇지만 나에게도 너무 절박해.	4
엄마. 요즘은 각자 자기가 잘 하는걸 더 파고드는 시대인거 몰라? 옛날처럼 공부만 한다고 성공 하는게 아니라고.	0
니가 갖기 싫다고 그랬어.	2
누구지?	5
내가 왜 얹혀사는 거니. 난 같이 사는 거고. 니가 얹혀사는 거지.	3
마음 같아선 그러고 싶다! 왜 헤어지려는건데?	0
왜 또 예민하게 굴고 그래. 요즘 애들은 우리 때랑은 다르다니까.	6
좋아하는 사람? 있지. 예쁜 걸그룹 언니들.	7
아 됐어. 알지도 못 하면서. 나도 돈 쓸 데 많단 말이야.	0
어. 덕진이가 할아버지 소원 들어 줄래?	1
아.. 하기는 그렇죠. 학비도 학비지만, 취업을 바로 못하면 기회비용이 있으니…	4
"이런 게 사랑이야? 	연서 때랑은 또 다른 것 같아."	6
아파서 못 견디겠어.	6
잘 아네. 내가 두번이나 기회를 줬잖아.	3
아 언니 극혐. 개기긴 뭘 개겨	3
왜 확인을 못했지. 나중에 읽어 볼게요. 댁이 양평이시네요.	5
벌써 시간이 그렇게 됐나? 하긴, 난 진희 유치원때밖에 생각 안 나는데, 지금 몇 살이지?	5
니가 엄마아빠한테 잘해야 돼.	0
싸우긴~ 우리 안 싸워.	5
 왜.	1
안 핀다니까 얘기하는거야.  내가 분명히 얘기 했다 폐 썩는다고!	0
밤 늦게까지 일하고 왔으면서 집에서는 좀 쉬지.	4
에이 뭐야, 할머니 치사해.	6
어휴 진짜 이모는 언제 철드냐.	3
헐.	4
에이, 삼촌 답지 않게. 왜 그렇게 철학적인 소리를 하고 있어?	3
형이야 민정이 명문대 보내놨으니까 속 편하게 말하는거지. 세빈이는 민정이랑 또 달라요. 민정이처럼 알아서 척척하면 걱정도 안하지.	6
"그러던가요 그러면. 	젊은놈이 벌써부터 꼰대가 돼서 어쩐다냐."	3
비슷한 거지.	5
저런. 본인은 얼마나 힘들꼬.	4
당연하지. 그 돈 빼먹으려면 20년은 더 해야 된다. 20년은.	0
왜 그랬어. 지은이 때리면 안 된다고 했어 안 했어?	0
그럼 나가서 알바라도 해야될 거 아니야. 하루 이틀도 아니고 몇 년째니 지금.	0
"그지. 근데 요즘은 그게 되나. 	 빨간 날에도 다들 바쁘게 살지."	4
하… 그러게 왜 이렇게 깊은 데로 이사를 왔어…	4
 아 그래요? 자제 할게요. 미안해요. 나도 일하고 우리 애들 아빠도 일을 하다 보니까 집안일을 할 시간이 없어서 가끔씩 그렇게 됐네요.	3
나도 알 건 알거든?	0
"아휴 정말. 옷에서 구수한 냄새 나고 좋지 뭐!	 니 방에 퀘퀘한 냄새 나는 것보다 훨씬 낫겠다!"	0
아무 것도 손에 안 잡히고 손주 생각밖에 안 나더라구요.	5
오빠가… 괜찮지 않잔아.	3
 죄송합니다..	4
 아 진짜 짜증나게 진짜. 가뜩이나 오늘 일진도 안 좋은데.	0
이 근처? 어디까지가 이 근처인데? 지하철 닿으면 다 이 근처인가?	5
아 정말?	7
지금 나랑 싸우자는 거야, 뭐야?	0
할머니, 평소에 꿈 같은 거 자주 꿔?	1
"진짜요?	 아빠는 해봤다고 했는데?"	5
뭘 또 그냥저냥해. 너 정도면 잘하는거지.	7
만화책이야?	2
"재미있는 영화는 아니지. 	가슴이 먹먹해지는 영화지."	4
하하하...	5
너무 존경해. 앞으로는 진짜 극진히 모실거야.	7
"응. 첫회차 때 긴장이 덜 풀려서, 목에 힘이 들어가서 갈라지는 거랑은 다르게,	 오늘은 좀.. 목이 지친 느낌?	 확실히 무리하고 있는 느낌이 들었어."	2
또?	5
너가 방구쟁이지!	0
내일도? 너 어제도 연습했잖아.	6
"아니야. 너는 너 하고 싶은 대로 해. 	너한테는 면을 먼저 삶는지, 달걀을 먼저 삶는지 그런 거 별로 안 중요하잖아. 괜찮아."	2
원래 인생이 이렇게 힘든 건가요?	6
뭔데. 편하게 말해. 선생님이 들어줄게.	7
응. 근데 UFO가 진짜로 있다면,        그런 세상이 왠지 진짜로 있을 것 같거든.        우리는 모르지만, 우리보다 훨씬 발전한 외계인들은        그런 세상도 마음대로 다닐 수 있을 거 아니야.	4
저번에 자네가 찍은 당 때문에 나라 말아 먹을 뻔한거 몰라?	0
난 언니가 걱정돼.	3
아빠 수술했어? 무슨 수술했는데? 아빠 어디 아팠어?	5
제발, 형...	4
그래 잘 생각해봐라.	4
네. 남자친구는 둘 다 취업만 잘 되면,        결혼할 마음도 있는 것 같더라고요.	7
어 스트레스 받는다. 받아.	0
몰라.. 연휴만 되면 이상하게 업무 관련해서 문자를 보내는데… 아주 편지를 써 편지를… 읽기도 싫어.	3
 [지금 당장 당신의 SNS 계정을 삭제해야 할 10가지 이유]?	5
다른 사람 말을 잘 듣는 사람이면 애초에 대학원 올 생각도 안 했겠지.	3
모르겠어요. 저한테서 냄새 나나요?	2
단 거는 지금 별로 안 땅기는데…	6
친구들 다 노트북 있단 말이에요.	6
여기, 아메리카노에 샷이 몇 개 들어가요?	6
에이. 치사하게 그 까짓 꺼 뭐라고. 언니가 돼선.	0
네, 그럼 다음에 다시 뵙겠습니다.	7
완전 애기네.	7
니가 살이 쪄서 그래. 게을러 보이잖아.	3
그래, 그 아주머니. 그 아주머니가 오늘 너보고 내 남자친구냐고 하더라.	6
너 알바하는데 엄청 궁금해. 가보자.	1
저야 좋지요. 요즘 외로웠는데.	7
음... 그럼 어떡하지. 엄마 옷 하나 새로 사면 안돼?	5
화장실 칸 안은.. 사방에 벽이 있어서 도망칠 데가 없으니까요. 저한테 마우스 피스까지 끼우고 팬 놈이에요.	2
아무래도 사근사근하고… 그래서… 영업에 좀 도움이 되는 편이지 않을까 그런 생각을 했습니다…	2
우리 원래 인터넷 안되는 그냥 피처폰을 2G 폰이라고 했었잖아~ 기억나?	2
너 요즘 시험 기간이야? 그럼 언제쯤 해줄수 있는데?	5
한지훈. 너 이리 와봐 엄마한테	0
지상준은 아무나 다 때려요. 걔는 진짜 무서운 애에요. 학교가 동물의 왕국이면 갠 포식자에요.	2
행님은 언제 헤어지십니까?	1
부모님 때문에? 무슨 일 있어?	2
네 맞아요, 어떻게 아셨어요?	5
대충해도 돼. 불알 친구들인데 뭐 어때.	3
응. 가고 싶은데 경쟁률이 치열하다고 해서 너한테 부탁할까 했지.	7
네? 왜 자꾸 그러세요.. 꼭 나오지 말라는 소리로 들리네요.	2
음... 삼계탕 어때?	7
오빠가 나 찔렀잖아!	0
비용 절감이랑도 관련이 있나요?	1
안되겠다.  니가 깨줘.	4
할머니, 마트에 안 가세요?	1
공부 잘 하는 수진이는 다이어트 한다고 밥도 안 먹는데 전교 3등하더라.	0
 미정이 너 일로 와봐.	0
아 그럼요!	1
오랜만에 전 직원이 친목 다지러 가는 건데,  설마 숙소가 엉망이어서 기분 다운되는 일은 없겠지?	6
뭐?	3
죽…진 않았어. 잘 봐!	1
나는 운동을 통해서 체력을 기르는 것도 좋지만, 싸움도 잘 하고 싶어.	2
그럼요…?	2
속발음하면서 읽는 거 아니야?	1
그래?	5
응! 근데 이모가 문도 안 열어줬어!	6
아 맞다. 수영복 새로 사야 되는데 엄마한테 말해야 되는데 까먹었어.	5
네. 애들이 얼마나 무서운데요.        아무튼, 저 입을 옷도 없고,        애들끼리 눈치 보는거 못 하겠어요.	6
혁수 재수할 때도 같은 방 쓰는 것 보다는 낫잖아.	1
이게 뭐야?	1
네… 저희 집은 외식을 잘 안해서.	1
아니 그냥 뭐.. 내가 다치고 싶어서 다쳤나…	6
응 그래. 준영이도 조심히 서울 올라가고.	7
네… 제가 말씀드린게 그건데... 그게 진짜 제가 딱 원하는 거거든요…	2
아 하나밖에 안 먹었다니까? 그것도 퍽퍽살로 먹었다.	3
 그냥 타지 살이 외롭고 힘들었다고 해.	1
그거 뭐 싼 거는 10만원부터 비싼 거는 100만원씩 하죠.	6
 어머. 어머....	4
 거기 해미 엄청 예쁘지?	7
야 일러라 일러!	0
아 감사합니다. 감사합니다,	7
안 돼.	0
"어. 마트 같은 데서도 다 배달해줘서, 먹는 건 걱정 안 해도 돼. 	 회사 다닐 때보다 더 잘 먹어."	7
네. 옷은 안 입었어요. 아, 그리고 요즘에 미용을 해서 엄청 귀여워요.	5
저기 사장님.	2
�� �� ���� �ʹٸ�? �������� ���� ��å ������ ���� ���̾�Ʈ�� �ݹ��ϰ�?	1
그거밖에 안된다고? 소값이?	0
보기엔 괜찮은데?	1
뭘 어떡하긴 어떡해. 알아서 살아야지.	5
그러니까 말이야. 갑자기 그렇게 됐대.	4
그게 맞는 말이긴 한데, 걔가 금전적으로 너한테 너무 많이 의존하는 것 같아서 걱정이야. 이제 노트북을 끝으로 대학 때는 돈 주지마. 맘 같아서는 노트북도 주지 말라고 하고 싶은데 이미 니가 얘기를 했으니까.	6
그게 누구야?	1
시영이가 나랑 얘기한 건 어떻게 알았어?	7
그래야지. 자식 놈들도 아주 그냥 농사 짓지 말라고 난리야.	6
안 그래요. 제가 바보도 아니고.	6
제가 지도를 잘 했어야 했는데… 정말 죄송합니다…	2
그래… 나중에 무슨 일 생기면 누나한테 제일 먼저 얘기 할게…	1
생각해보니까 빵이라도 좀 사갈 거 그랬어.	1
아~ 원래 간을 슴슴하게 드시는 걸 좋아하세요?	7
선배들이 대학원 오지 말라고 할 때 새겨 들었어야 됐는데.	1
신입사원들 등산 동아리 자동 가입, 한 달에 한 번 등산 행사 필참인 거, 경력직으로 들어온 조 과장도 알지? 근데 재호 씨가 거기에 반기를 들고 나서더라구. 우리 본부장님까지 계신 자리에서 말이야.	6
자기, 전생에 왕족이었어.	7
무슨 아지트같네.  교환일기 두기에 딱이다, 그지. 그럼 선생님이 먼저 써서 여기에 갖다 둘게.	7
그냥 그렇지 뭘. 그만 신경써 아빠.	4
아니 그런 건 아닌데.	2
아버님과 함께 운영하시던 가게를, 어머님이 이어서 하고 계신 거에요?	4
또 놀리는 거야! 나 그런 징크스 없다니까.	0
누난 뭐 먹고 싶어?	1
왜? 그게 싫어?	5
"뭐? 뒷담화 철벽을 치시겠다~	 연정이 역시 똑부러진다?"	6
아이고. 아버님 맞습니다 맞아요. 원 플러스 원이에요. 뿐만 아니라 한 번에 열 박스 구매시에는, 사은품으로 선풍기를 드리고 있어요.	7
유치원에서 내가 주영이한테 화가 되고 싶다고 그랬거든? 그랬더니 주영이가 화가는 가난뱅이 된다고 놀렸어.	4
"반장을 그만 둬? 그게 무슨 말이야. 	원래 반장 한 번 하면 한학기는 그만두는 거 없이 쭉 하는 거야."	5
근데 아주머니, 덥지 않으세요?	6
 그래? 그럼 나도 내 할 일 할게.	7
모래요..? 전 모르겠는데.	2
알았어.	7
아 미안. 바람 소리 들으니까 마음이 엄청 편안하다.        눈 감고 있으면, 바닷가에 온 것 같기도 하고.        왜, 파도가 밀려오는 소리 있잖아.	7
어머니가 이 시간에 어쩐 일이세요?	3
뭘 몰라?	2
일은 잠깐 육아휴직 쓰려고. 애기 어린이집 다니면 다시 일 나가면 되니까.	4
실은… 오늘 좀 충격적인 걸 알게 됐어.	2
비싼 줄 몰랐으면 쓰지 말던가. 이래서 남의 물건, 함부로 쓰면 안되는거야.	3
어쩐지 애들이 빤빤하니 이쁘더라. 씻기기도 해?	1
왜 복성이 그 녀석도 폐가 안 좋다는데 계속 피우다가 결국 폐암 걸린 거 아니냐.	0
걔 절!대! 내친구 아니거든? 그러니까 언니두 나한테 얘기할 때 조심해 줘.	0
나는 몰랐지… 그런 걸줄은…	4
너 이제 가면 언제 오냐? 그동안 보고 싶으면 화상채팅하려고 내가 산거야.	7
그랬다더라.	2
"그 놈은 지 데려갈 짝이나 찾을 수 있을라나 모르겠어. 	 맨날 일 아니면 게임, 아니면 바이큰가 뭔가 오토바이타고 싸돌아 댕기기 바빠."	4
